sample_id,gold_relevance,review_evidence_excerpt,review_reason,predicted_relevance,review_reason_predicted,relevance_evidence
EX39-92EB7DF2568D,CATALYST_RELEVANT,海光信息高端发力单季首赚超10亿   存货逾75亿预付款倍增保障供应能力,DIRECT_SCOPE_FACT,CATALYST_RELEVANT,海光信息是科创50历史重要成分公司（名单内），文章披露其2026年半年报核心新增事实：营收净利创新高、单季净利首破10亿、存货与预付款大增、研发投入增长，直接涉及重要成分公司基本面，符合研究范围。,8月13日晚，海光信息披露2026年半年度业绩报告。公司实现营业收入约91亿元，同比增长幅度超过60%；实现归母净利润约18亿元，同比增长约50%。
EX39-7FE0449C4C4E,NOT_CATALYST,路德科技扩大生物发酵饲料产能 半年盈利893万同比扭亏,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为路德科技（688156.SH），其不属于research_scope给出的重要成分名单，且事件为生物发酵饲料产能与半年报业绩，与科创50核心暴露（半导体制造、设备、材料、AI芯片和算力等）无直接供需或制度影响，故不满足研究范围。,路德科技（688156.SH）13日晚间发布半年报，2026年上半年公司实现营业收入2.1亿元，同比增长42.91%；归属于上市公司股东的净利润892.62万元，同比扭亏为盈。
EX39-43B51126D3CB,NOT_CATALYST,股海导航_2026年8月18日_沪深股市公告与交易提示,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,UNRESOLVED,MODEL_OUTPUT_REJECTED,
EX39-A24176AB201D,NOT_CATALYST,机器人4S店开业一年营业额超6000万,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主题为北京亦庄机器人4S店及机器人餐厅的运营情况，属于泛机器人产业活动与消费场景报道；未涉及科创50指数、科创板或588080的制度/资金/产品事件，也未涉及任何重要成分公司的基本面或半导体、AI芯片、算力等核心暴露的直接供需、价格、政策、制裁或技术事实，按研究范围排除项不构成催化剂。,机器人4S店开业一年营业额超6000万
EX39-70FA2F7E357C,NOT_CATALYST,天风·策略 | 封关前后海南发展解析——海南自贸政策和经济专题,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为天风证券关于海南自贸港封关前后发展的策略专题，内容聚焦海南营商环境、自贸港制度比较与三步走部署，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，属于泛区域政策与宏观策略讨论，不满足研究范围。,
EX39-A33CB2E96B87,NOT_CATALYST,《大荒歌》的创作是对北大荒精神的践行,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为《大荒歌》新书发布会及北大荒精神访谈，属于文学出版与文化活动报道，未涉及科创50指数、科创板制度资金、重要成分公司基本面或半导体/AI芯片算力供需等研究范围内容。,8月15日，2026上海书展黑龙江展团活动区，哈尔滨出版社携新作《大荒歌》举办新书发布会。
EX39-511DCD83154D,NOT_CATALYST,【读财报】猪价回升：7月上市猪企销量同比增长2.76% 神农集团、金新农增速居前,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为生猪养殖行业7月销售数据统计，涉及牧原股份、温氏股份、新希望等猪企，与科创50ETF重要成分公司及半导体、AI芯片、算力等核心暴露无直接供需或制度关联，属于研究范围排除的无关行业新闻。,统计结果显示，2026年7月16家生猪养殖企业合计实现生猪销量1429.45万头，同比增长2.76%。
EX39-24B6351BA3C2,NOT_CATALYST,南极电商卖吊牌卖出了六亿官司,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为南极电商（非科创50重要成分公司）与上海新和兆的商标授权诉讼及品牌转型，未涉及科创50指数、科创板制度资金事件，也未涉及半导体、AI芯片、算力等科创50核心暴露的直接供需或政策事实，不符合研究范围。,南极电商与昔日授权合作伙伴上海新和兆（全称为“上海新和兆企业发展有限公司”）的诉讼进一步升级
EX39-E9BE846320F3,NOT_CATALYST,汽车热管理系统零部件制造商天博智能(603448.SH)拟公开发行3000万股,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为汽车热管理系统零部件制造商天博智能(603448.SH)的IPO招股意向书披露，公司主营汽车温控、传感、电声类部件，不属于科创50ETF重要成分公司，也不涉及半导体制造、设备、材料、AI芯片和算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，仅为非重要成分公司的常规IPO公告，按exclude规则排除。,天博智能(603448.SH)披露招股意向书，公司本次拟公开发行股票数量为3000万股，占发行后总股本的比例为25%。
EX39-AFA636AC7220,NOT_CATALYST,7月份一二三线城市商品住宅销售价格同比降幅总体继续收窄    宇树科技发布“超人”人形机器人,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为综合财经新闻汇总，涉及房地产价格、医保结算、油气规划、欧盟制裁、日本GDP、航运运费、宇树科技人形机器人、日立能源变压器投资、特斯拉Roadster等。其中宇树科技人形机器人属于泛机器人事件，宇树科技不在科创50重要成分名单中，且未直接改变半导体、AI芯片和算力的供需；其余内容与科创50指数、科创板制度资金环境或重要成分公司基本面均无直接新增可验证事实关联。,宇树科技发布“超人”人形机器人30秒视频，该机器人可原地跳高2米，极限速度12.66m/s（腿长0.85米），超越全世界人类原地跳高和奔跑速度纪录。
EX39-EA04CBFD0F19,NOT_CATALYST,宇树科技上市在即，上涨空间几何？,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为宇树科技（688836.SH）科创板IPO的估值、股东与商业化讨论，宇树科技不在research_scope重要成分名单中；文中虽提及科创板、机器人产业政策及DeepSeek合作，但均未直接改变科创50ETF重要成分公司基本面或半导体、AI芯片、算力的直接供需，也未构成科创板资金制度环境的新增可验证事实，属于泛机器人/泛先进制造关联，按exclude规则不成立。,宇树科技（688836.SH）登陆科创板，成为2026年8月A股市场最受瞩目的资本事件之一。
EX39-D71E444DFCA2,NOT_CATALYST,宇树科技上市在即，上涨空间几何？|《财经》特别报道,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为宇树科技（688836.SH）科创板IPO的估值、股东与商业化讨论，宇树科技不在research_scope给出的重要成分名单中；文中虽提及科创板、机器人产业政策及DeepSeek等，但均未构成可能改变科创50ETF重要成分公司基本面或科创板资金制度环境的新增可验证事实，属于泛机器人/泛先进制造关联，按exclude规则不成立。,宇树科技（688836.SH）登陆科创板，成为2026年8月A股市场最受瞩目的资本事件之一。
EX39-1F172D315724,NOT_CATALYST,*ST英飞索赔时效剩八个月 此前部分股民二审胜诉,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为*ST英飞（002528）证券虚假陈述索赔与行政处罚事项，*ST英飞不在科创50重要成分名单内，事件与科创板制度、资金环境及半导体/AI芯片等科创50核心暴露无直接供需或制度关联，属于与研究标的无关的常规公司公告类新闻。,近日，投资者诉深圳英飞拓科技股份有限公司（简称：*ST英飞（维权）、英飞拓，代码：002528 ）证券虚假陈述责任案持续推进。
EX39-26FD8B0FA7AB,NOT_CATALYST,百亿固废龙头冲刺港股IPO，军信股份完成港股上市备案，2025年净利7.17亿,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为湖南军信环保股份有限公司（军信股份，301109.SZ）港股IPO备案及业绩介绍，属于固废处理环保行业，与科创50ETF（588080.SH）重要成分公司及半导体、AI芯片、算力等核心暴露无直接供需或制度关联，也不涉及科创板制度、资金或产品事件，属于研究范围排除项。,"8月14日，中国证监会国际合作司发布《关于湖南军信环保股份有限公司境外发行上市备案通知书》（国合函〔2026〕1848号）。根据备案文件，军信环保拟发行不超过221,434,400股境外上市普通股，并在香港联合交易所主板上市。"
EX39-6C9AB3337DF4,NOT_CATALYST,“投行+投资+投研” ！从“投早投小”到“全周期助力”，兴业证券书写科技金融答卷,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为兴业证券科技金融业务宣传报道，主体为券商自身业务实践与案例回顾，未涉及科创50指数、科创板资金制度环境的新增可验证事实，也未披露任何科创50重要成分公司（如睿创微纳、中芯国际等）的业绩、订单、产能、产品、技术、并购、融资或供应链新增事实；文中提及的厦钨新能、沐曦股份、智谱华章均不在重要成分名单内，且属历史案例复述，不构成对科创50ETF重要产业暴露或成分公司基本面的直接供需或制度影响。,
EX39-EB7E9BA056FB,NOT_CATALYST,“恒润股份”被操纵时效未届满 受损股民仍可索赔,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为恒润股份（603985）操纵证券市场民事索赔，恒润股份不在科创50重要成分名单中，事件与科创板制度、资金或半导体/AI芯片算力供需无直接关系，仅出现“算力”泛化词语，不构成对588080.SH的催化。,
EX39-FD6876BA7B72,NOT_CATALYST,宇树科技8月19日科创板上市 OpenAI承诺大规模部署英伟达算力基础设施,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,UNRESOLVED,MODEL_OUTPUT_REJECTED,
EX39-CFC39822755C,NOT_CATALYST,小K播早报|宇树科技8月19日科创板上市 OpenAI承诺大规模部署英伟达算力基础设施,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,UNRESOLVED,MODEL_OUTPUT_REJECTED,
EX39-D7CEBE6E734C,NOT_CATALYST,四个涨停与一个跌停！背后是北京文化连亏7年，最后的王牌《封神第三部》仍在后期制作中,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为北京文化（影视公司）的股价异动、半年报亏损及《封神第三部》进展，未涉及科创50指数、科创板制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实。文中提及AI技术仅作为影视后期制作的泛化评论，与科创50暴露无直接关系。,
EX39-9DB7B7A5FC5E,NOT_CATALYST,多方介入招商蛇口高管涉嫌伤害女性,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为招商蛇口（非科创板公司，也不在重要成分名单中），内容为高管涉嫌刑事案件及公司人事变动，与科创50指数、科创板制度资金环境、半导体/AI芯片算力供需均无直接关系，属于研究范围排除的无关公司公告类新闻。,招商蛇口浙江公司总经理赵海峰在杭州一场饭局活动中，涉嫌伤害同桌一名女性。
EX39-D6E898346E08,NOT_CATALYST,百万元欠款触发亿元保全！云煤能源陷连环司法风波,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为云煤能源（600792）及其子公司师宗焦化的司法纠纷、停产与业绩亏损，云煤能源不属于科创50ETF重要成分公司名单，事件也不涉及半导体制造、设备、材料、AI芯片和算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，亦不涉及科创板或588080的制度、资金、产品事件，因此不满足研究范围。,一桩仅117.05万元的煤炭购销货款纠纷，演变成云煤能源(600792)连环司法风波。
EX39-5328D0018690,NOT_CATALYST,侨乡海南文昌打造国际一流航天科技城,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为海南文昌商业航天城建设与航天产业规划，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，属于泛先进制造/地方产业活动，按exclude规则不构成催化剂。,文昌将坚持“向天图强”，全力保障“百箭千星”“梦舟揽月”“长九问天”三大国家级航天战略工程落地，打造国际一流航天科技城，形成具有全球影响力的航天产业集群。
EX39-5775F6D44A79,NOT_CATALYST,机器人挑战20分钟完成办公任务,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章报道第二届世界人形机器人运动会办公场景综合服务岗赛事，属于泛机器人赛事活动，未涉及科创50重要成分公司，也未直接改变半导体、AI芯片和算力的供需或科创板资金制度环境，按研究范围排除。,在第二届世界人形机器人运动会办公场景综合服务岗赛事现场，比赛重点考核机器人在真实办公环境中的自主任务规划与多设备交互能力
EX39-47D7349B8BFA,NOT_CATALYST,具身智能“数据—大脑—小脑—本体”核心环节聚集 机器人竞技背后的产业链密码,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为具身智能/人形机器人产业链探访报道，主体为卓誉科技、无界动力、诺亦腾等非科创50重要成分公司，内容涉及关节模组、机器人通用大脑、动捕数据采集等泛机器人领域，未直接涉及半导体制造、AI芯片和算力的供需、价格、政策、制裁或技术事实，也未涉及科创50指数、科创板或588080的制度、资金或产品事件，与科创50ETF重要产业暴露无直接相关性。,一条完整覆盖具身智能“数据—大脑—小脑—本体”核心环节的产业链已在园区聚集
EX39-AF3F9A8450AF,NOT_CATALYST,风雨大考见担当——中国石油天然气销售河南公司把服务送到用户端,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章报道中国石油天然气销售河南公司防汛保供，主体为天然气销售企业，未涉及科创50指数、科创板制度资金事件，也未涉及任何重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，属于与研究范围无关的常规公司/地方产业活动新闻。,河南公司切实履行区域天然气供应保障责任，依托数智化营销大屏，对销售数据实施可视化、动态化监控，精准研判下游用气需求变化，主动对接各地市下游用户，提前统筹气量调配和销售计划，确保极端天气下天然气供应大盘稳定。
EX39-8CF50FAB3293,NOT_CATALYST,铜冠铜箔董秘兼财务负责人王俊林因病逝世，终年56岁,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为铜冠铜箔（301217.SZ），不在科创50重要成分名单内，且事件为董秘兼财务负责人逝世及人事过渡安排，不涉及科创50指数、科创板资金制度或半导体/AI芯片算力直接供需变化，属于与研究标的无关的常规公司公告。,铜冠铜箔（301217.SZ）发布沉痛公告，公司董事会秘书、财务负责人王俊林于8月15日不幸因病逝世，终年56岁。
EX39-1432EA714AAF,NOT_CATALYST,08月18日投资早报|爱丽家居相关核查工作已完成今日复牌，瑞芯微上半年净利润8.59亿元同比增长61.73%，今日一只新股上市,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,CATALYST_RELEVANT,文章为投资早报，其中包含科创50重要成分公司（传音控股、澜起科技、华虹宏力、中芯国际）的新增可验证事实：传音控股上半年归母净利润同比增长46.22%的业绩披露，以及港股芯片股走强中澜起科技、华虹宏力、中芯国际的行情表现。业绩披露直接改变重要成分公司基本面，符合研究范围。,传音控股：上半年归母净利润17.73亿元，同比增长46.22%
EX39-28A0E790C20B,NOT_CATALYST,孙兴杰：“太平洋时代”国际格局演进的变与不变,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为国际关系与历史战略评论，讨论产业革命、霸权周期与中美关系定位，未披露任何科创50指数、科创板或588080相关的制度/资金/产品新增事实，也未涉及重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦无半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实。,
EX39-BE5C0B56E1A9,NOT_CATALYST,A股年内最贵新股来了！频准激光高开488% 单签赚超45万创历史记录,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为频准激光科创板IPO首日上市及发行结果，频准激光不在重要成分名单中，且事件为IPO营销/上市表现，未直接改变半导体、AI芯片和算力的供需或科创50重要成分基本面，属于排除范围。,频准激光高开488%，报1100元，单签收益达45.656万，创新股首日收益历史记录。公司从事精准激光器的研发、生产与销售，主要面向量子科技、半导体等领域。
EX39-8D6CD38BCFDD,NOT_CATALYST,平安银行上半年营收净利双增 “重回增长”迈出坚实一步,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章为平安银行2026年半年度业绩说明会报道，主体为A股上市银行，不属于科创50指数、科创板或588080相关制度/资金/产品事件，也不涉及重要成分公司或半导体、AI芯片、算力等科创50核心暴露的直接供需、价格、政策、制裁或技术事实，故不满足研究范围。,作为A股上市银行首份半年报，平安银行如期亮相。
EX39-DE6D829BBB5C,NOT_CATALYST,海南产经新观察：国际一流航天科技城，文昌如何打造？,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主题为海南文昌国际航天城建设与商业航天产业规划，涉及航天发射场、卫星超级工厂、火箭链企业等，未涉及科创50指数、科创板或588080相关制度资金事件，也未涉及任何重要成分公司（睿创微纳、容百科技、澜起科技等）的基本面事实，且不属于半导体制造、设备、材料、AI芯片和算力的直接供需、价格、政策、制裁或技术事实，故不满足研究范围。,
EX39-B834039A9F8C,NOT_CATALYST,学大教育(000526.SZ)2026年中报净利润为3.01亿元、较去年同期上涨30.85%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为学大教育(000526.SZ)，属于教育行业，不在research_scope重要成分名单内，也未涉及科创板、科创50指数、半导体/AI芯片/算力等核心暴露，与588080.SH无直接供需或制度影响。,学大教育(000526.SZ)发布2026年中报。
EX39-5E487B1853BE,NOT_CATALYST,招商蛇口浙江公司负责人赵海峰被调查，涉嫌商务饭局中侵犯女性,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为招商蛇口浙江公司高管个人涉案被调查，招商蛇口不在科创50重要成分名单内，事件与半导体、AI芯片、算力等科创50核心暴露无直接供需或制度关联，也不涉及科创板资金制度环境，属于与研究标的无关的常规公司人事/社会新闻。,招商蛇口浙江公司负责人赵海峰被调查，涉嫌商务饭局中侵犯女性
EX39-8FC344BBE071,NOT_CATALYST,财说｜毛利率持续为负、债务高企，凯盛新能深陷光伏玻璃周期泥潭,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为凯盛新能（600876.SH），主营光伏玻璃，不属于research_scope给出的重要成分名单，也未直接改变半导体、AI芯片和算力的供需或科创板资金制度环境；光伏玻璃行业数据虽涉及光伏产业链，但未直接指向科创50重要成分公司或核心暴露。,主营光伏玻璃的凯盛新能正行走在行业过剩周期的悬崖边缘
EX39-BF0023F6C985,NOT_CATALYST,达瑞电子(300976.SZ)2026年中报净利润为1.62亿元、较去年同期上涨23.02%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为达瑞电子(300976.SZ)，不在科创50ETF重要成分名单中，且其业绩披露与半导体、AI芯片、算力等科创50核心暴露无直接供需或制度影响，属于与研究标的无关的常规公司公告。,达瑞电子(300976.SZ)2026年中报净利润为1.62亿元、较去年同期上涨23.02%
EX39-7A35557612AA,NOT_CATALYST,森马服饰(002563.SZ)2026年中报净利润为4.79亿元、较去年同期上涨47.45%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为森马服饰（002563.SZ），属于服装消费行业，不在科创50ETF重要成分名单内，也未涉及半导体、AI芯片、算力等科创50核心暴露或科创板资金制度环境，与研究范围无直接相关性。,森马服饰(002563.SZ)2026年中报净利润为4.79亿元、较去年同期上涨47.45%
EX39-DB846A381EBA,NOT_CATALYST,江苏神通(002438.SZ)2026年中报净利润为1.51亿元、较去年同期上涨0.10%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为江苏神通(002438.SZ)，不属于research_scope给出的重要成分名单，且内容为该公司中报业绩，与科创50ETF重要产业暴露、重要成分公司基本面或科创板资金制度环境无直接关系。,江苏神通(002438.SZ)发布2026年中报
EX39-D4A02880B546,NOT_CATALYST,凯盛新材(301069.SZ)2026年中报净利润为9423.89万元、较去年同期上涨6.50%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为凯盛新材(301069.SZ)，不属于research_scope给出的重要成分名单，且其业务与科创50核心暴露（半导体、AI芯片、算力等）无直接供需或制度影响，仅为常规公司中报业绩披露。,凯盛新材(301069.SZ)发布2026年中报
EX39-F8BE47111300,NOT_CATALYST,欧林生物(688319.SH)2026年中报净利润为-3287.26万元，由盈转亏,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为欧林生物(688319.SH)，不在科创50ETF重要成分名单中，且事件为该公司中报业绩，与半导体、AI芯片、算力等科创50核心暴露无直接供需或制度影响，属于排除项中的常规公司公告。,欧林生物(688319.SH)2026年中报净利润为-3287.26万元，由盈转亏
EX39-F20993FD186A,NOT_CATALYST,“国家队”调仓路线图曝光：鹏鼎控股、生益科技领跑重仓榜，萤石网络、富春股份等消费标的获布局,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章核心是社保基金二季度调仓路线图，列举的新进/增持个股（生益科技、汇成股份、盛屯矿业、大华股份、鹏鼎控股、乐鑫科技、摩尔线程、有研硅、萤石网络、富春股份等）均不属于research_scope给出的科创50重要成分名单；文中提及的科创50大涨4.14%仅为当日行情复述，属于排除项；半导体板块布局描述为泛化行业观点，未涉及名单内重要成分公司的直接供需、价格、政策或技术新增事实。,8月17日，科创50大涨4.14%，半导体、通信设备领涨。
EX39-7A9DFAE7D4A5,NOT_CATALYST,鼎阳科技(688112.SH)2026年中报净利润为9179.14万元、较去年同期上涨19.40%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为鼎阳科技(688112.SH)，该公司不在research_scope给出的重要成分名单中；其业绩披露属于非重要成分公司的常规财报，未直接改变半导体、AI芯片和算力的供需或科创板资金制度环境，因此不满足研究范围。,鼎阳科技(688112.SH)2026年中报净利润为9179.14万元、较去年同期上涨19.40%
EX39-BEC933530FC4,NOT_CATALYST,亚太股份(002284.SZ)2026年中报净利润为2.68亿元、较去年同期上涨33.70%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为亚太股份(002284.SZ)，不属于research_scope给出的重要成分名单，且其汽车零部件业务与科创50核心暴露（半导体制造、设备、材料、AI芯片和算力）无直接供需或制度影响，仅为常规公司中报业绩披露。,亚太股份(002284.SZ)2026年中报净利润为2.68亿元、较去年同期上涨33.70%
EX39-6E23350C4CC0,NOT_CATALYST,2026世界机器人大会明日开幕！南方基金旗下机器人ETF南方(159258)昨日获资金净流入,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,文章主体为2026世界机器人大会及机器人ETF南方(159258)的资金流入与指数表现，属于泛机器人产业活动与ETF营销内容；未涉及科创50指数、科创板或588080的制度/资金/产品事件，也未涉及任何科创50重要成分公司的业绩、订单、产能、产品、技术、并购、融资或供应链事实，亦未直接改变半导体、AI芯片和算力的供需。,截至2026年8月18日10:12，中证机器人指数(H30590)下跌0.52%。机器人ETF南方(159258)成交763.78万元。
EX39-28AE58795A5D,NOT_CATALYST,利民股份(002734.SZ)2026年中报净利润为2.74亿元、较去年同期上涨1.90%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为利民股份(002734.SZ)，属于农药化工行业，不在科创50ETF重要成分名单中，也未涉及半导体、AI芯片、算力等科创50核心暴露或科创板资金制度环境，与研究范围无直接相关性。,利民股份(002734.SZ)发布2026年中报。
EX39-74D8763D1F68,NOT_CATALYST,浙江永强(002489.SZ)2026年中报净利润为-402.15万元，由盈转亏,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为浙江永强(002489.SZ)，不属于research_scope给出的重要成分名单，也未涉及科创50指数、科创板资金制度或半导体/AI芯片算力等核心暴露，属于与研究标的无关的常规公司中报披露。,浙江永强(002489.SZ)2026年中报净利润为-402.15万元，由盈转亏
EX39-628BC9C36804,NOT_CATALYST,远东传动(002406.SZ)2026年中报净利润为1.01亿元、较去年同期上涨83.78%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为远东传动(002406.SZ)，不属于research_scope给出的重要成分名单，且内容为该公司中报业绩，与科创50ETF重要产业暴露、重要成分公司基本面或科创板资金制度环境无直接关系。,远东传动(002406.SZ)发布2026年中报。
EX39-503B0D1EE3A7,NOT_CATALYST,频准激光登陆科创板：精准光源点亮国产硬科技新征程,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为频准激光（688826）科创板IPO上市，该公司不在research_scope重要成分名单中，且事件为一家非重要成分公司的上市融资，属于明确排除项；文中虽提及半导体晶圆检测光源等，但未涉及科创50重要成分公司的直接供需、价格、政策或技术事实，也未改变科创板资金制度环境。,"频准激光
科技股份有限公司（股票代码：688826）正式在上海证券交易所科创板挂牌上市。"
EX39-EA25C87306C9,CATALYST_RELEVANT,上半年亏损超6亿，芯原股份亟待百亿AI订单扭转局面,DIRECT_SCOPE_FACT,CATALYST_RELEVANT,芯原股份是科创50历史重要成分公司（名单内），本文披露其2026年半年报核心新增事实：营收大增、亏损扩大、在手订单124.49亿元及AI订单占比、盈利拐点指引等，直接改变重要成分公司基本面与订单需求，符合研究范围。,8月17日晚间，国内半导体IP龙头芯原微电子（上海）股份有限公司（下称“芯原股份”）披露2026年半年度报告。报告期内，公司实现营收18.64亿元，较2025年同期的9.74亿元同比大增91.37%；归属于上市公司股东的净利润亏损6.12亿元，亏损同比扩大91%
EX39-981012ED620B,NOT_CATALYST,仲景食品(300908.SZ)2026年中报净利润为1.08亿元、较去年同期上涨7.75%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为仲景食品(300908.SZ)，属于食品饮料行业，不在科创50ETF重要成分公司名单内，也未涉及科创板制度、资金、半导体、AI芯片或算力等科创50核心暴露，与研究范围无直接相关性。,仲景食品(300908.SZ)发布2026年中报。
EX39-E1D127D2B83C,NOT_CATALYST,联泓新科(003022.SZ)2026年中报净利润为4.27亿元、较去年同期上涨165.68%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为联泓新科(003022.SZ)，不在科创50ETF重要成分名单中，且事件为该公司中报业绩，与科创板重要成分公司基本面、半导体/AI芯片算力供需或科创板资金制度环境无直接关系，属于研究范围排除项。,联泓新科(003022.SZ)2026年中报净利润为4.27亿元、较去年同期上涨165.68%
EX39-CD50F16A1D72,CATALYST_RELEVANT,芯原股份上半年营收接近倍增 充足订单支撑未来业绩增长,DIRECT_SCOPE_FACT,CATALYST_RELEVANT,芯原股份为科创50历史重要成分公司（名单内），其半年报披露营收接近倍增、在手订单124.49亿元、新签订单151.42亿元且AI算力相关订单占比90%，并首次公告盈利展望，属于重要成分公司业绩、订单与产品技术的新增可验证事实，直接关系科创50核心暴露。,8月17日晚，芯原股份披露半年报。上半年，公司实现营业收入18.64亿元，同比增长91.37%。截至6月末，公司在手订单金额达到124.49亿元。截至8月17日，今年以来公司新签订单151.42亿元。
EX39-0620C28F1A31,NOT_CATALYST,锋龙股份(002931.SZ)2026年中报净利润为-201.51万元，由盈转亏,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT,NOT_CATALYST,新闻主体为锋龙股份(002931.SZ)，不属于research_scope给出的重要成分名单，也未涉及科创50指数、科创板资金制度或半导体/AI芯片算力等核心暴露，属于与研究标的无关的常规公司中报披露。,锋龙股份(002931.SZ)发布2026年中报。
